id;user_id;pickup_id;ref;type;new_type;volume_m3;status;name;description;photo;weight;price;bulk_item;picture_option;street;number;box;postalcode;city;longitude;latitude;add_infos;pickup_date;pickup_option;storagdate;ending_date;billing_date;billing_status;billing_ref;box_id;storage_country;storage_warehouse;storage_floor;storage_row;storage_rack;storage_rack_floor;storage_pallet;created_at;updated_at
759;76;173;;box;box;;with_me;Tatoo Louise, marakas;Tatoo Louise, marakas;21.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;21;;;;;;;;08/04/16 16:14;22/02/17 10:58
760;76;0;;box;boxify_box;0.10;in_storage;Boite pharmacie, bubble water;Boite pharmacie, bubble water;22.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;22;BE;;0;B;2;0;2;08/04/16 16:14;01/06/17 11:20
761;76;173;;box;box;;with_me;Enveloppes;Enveloppes;23.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;23;;;;;;;;08/04/16 16:14;22/02/17 10:58
763;76;173;;box;box;;with_me;Invitations, party people;Invitations, party people;25.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;25;;;;;;;;08/04/16 16:14;22/02/17 10:58
764;76;0;;box;boxify_box;0.10;in_storage;Ecran ordi HP (boite 10), boites, classeurs, sac;Ecran ordi HP (boite 10), boites, classeurs, sac;26.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;26;;;;;;;;08/04/16 16:14;19/12/16 11:42
765;76;0;;box;boxify_box;0.10;in_storage;Livres;Livres;27.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;27;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:20
766;76;173;;box;box;;with_me;Echantillons;Echantillons;28.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;28;;;;;;;;08/04/16 16:14;22/02/17 10:59
767;76;0;;box;boxify_box;0.10;in_storage;Vêtements;Vêtements;29.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;29;BE;;0;B;2;0;2;08/04/16 16:14;01/06/17 11:26
768;76;0;;box;boxify_box;0.10;in_storage;Vêtements;Vêtements;30.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;30;BE;;0;B;2;0;2;08/04/16 16:14;01/06/17 11:27
769;76;0;;box;boxify_box;0.10;in_storage;Vêtements;Vêtements;31.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;31;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:30
770;76;0;;box;boxify_box;0.10;in_storage;Sac voyage;Sac voyage;32.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;32;BE;;0;B;2;0;1;08/04/16 16:14;19/12/16 11:42
771;76;173;;box;box;;with_me;Glow in the dark, petards, glow bracelet;Glow in the dark, petards, glow bracelet;33.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;33;;;;;;;;08/04/16 16:14;22/02/17 10:59
772;76;0;;box;boxify_box;0.10;in_storage;Lit bébé, rallonge, livres;Lit bébé, rallonge, livres;34.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;34;BE;;0;B;2;0;3;08/04/16 16:14;19/12/16 11:42
773;76;173;;box;box;;with_me;Party hats;Party hats;35.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;35;;;;;;;;08/04/16 16:14;22/02/17 10:59
774;76;0;;box;boxify_box;0.10;in_storage;Coussins, essuies;Coussins, essuies;36.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;36;BE;;0;B;2;0;2;08/04/16 16:14;01/06/17 11:24
775;76;0;;box;boxify_box;0.10;in_storage;Magnetoscope, cassettes, magazines, photos;Magnetoscope, cassettes, magazines, photos;37.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;37;BE;;0;B;2;0;3;08/04/16 16:14;19/12/16 11:42
776;76;0;;box;boxify_box;0.10;in_storage;Armoire petite chambre;Armoire petite chambre;38.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;38;BE;;0;B;2;0;4;08/04/16 16:14;01/06/17 12:31
777;76;173;;box;box;;with_me;Echantillon;Echantillon;39.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;39;;;;;;;;08/04/16 16:14;22/02/17 11:00
778;76;0;;box;boxify_box;0.10;in_storage;Papier, CD, panier;Papier, CD, panier;40.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;40;BE;;0;B;2;0;4;08/04/16 16:14;01/06/17 12:32
779;76;0;;box;boxify_box;0.10;in_storage;Livres, peluche vache;Livres, peluche vache;44.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;44;BE;;0;B;2;0;3;08/04/16 16:14;01/06/17 11:56
780;76;0;;box;boxify_box;0.10;in_storage;Peluches;Peluches;46.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;46;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:36
781;76;0;;box;boxify_box;0.10;in_storage;Sacs;Sacs;49.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;49;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:26
782;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;51.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;51;BE;;0;B;2;0;3;08/04/16 16:14;01/06/17 11:55
783;76;173;;box;box;;with_me;Catalogues Invit;Catalogues Invit;53.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;53;;;;;;;;08/04/16 16:14;22/02/17 11:00
784;76;173;;box;box;;with_me;CD, DVD;CD, DVD;55.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;3drsrm;55;;;;;;;;08/04/16 16:14;22/02/17 11:00
785;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;56.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;56;BE;;0;B;2;0;3;08/04/16 16:14;19/12/16 11:42
786;76;0;;box;boxify_box;0.10;in_storage;Peluches;Peluches;60.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;60;BE;;0;B;2;0;2;08/04/16 16:14;01/06/17 11:25
787;76;0;;box;boxify_box;0.10;in_storage;Casserolles;Casserolles;61.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;61;BE;;0;B;2;0;2;08/04/16 16:14;01/06/17 11:13
788;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;62.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;62;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:42
789;76;173;;box;box;;with_me;Catalogues Invit;Catalogues Invit;63.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;10/04/16;pending;;63;;;;;;;;08/04/16 16:14;22/02/17 11:01
790;76;0;;box;boxify_box;0.10;in_storage;Objets fragiles;Objets fragiles;64.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;10/04/16;0000-00-00 00:00:00;10/04/16;unpaid;;64;BE;;0;B;2;0;2;08/04/16 16:14;01/06/17 11:17
791;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;65.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;;;;65;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:53
792;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;66.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;;;;66;BE;;0;B;2;0;3;08/04/16 16:14;01/06/17 11:47
793;76;0;;box;boxify_box;0.10;in_storage;Rideaux;Rideaux;67.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;;;;67;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:38
794;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;68.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;;;;68;BE;;0;B;2;0;3;08/04/16 16:14;19/12/16 11:42
795;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;70.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;;;;70;BE;;0;B;2;0;3;08/04/16 16:14;01/06/17 11:51
796;76;173;;box;box;;with_me;Catalogues Invit;Catalogues Invit;71.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;;pending;;71;;;;;;;;08/04/16 16:14;22/02/17 11:01
797;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;74.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;;;;74;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:34
798;76;173;;box;box;;with_me;Catalogues Invit;Catalogues Invit;75.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;;pending;;75;;;;;;;;08/04/16 16:14;22/02/17 11:02
799;76;0;;box;boxify_box;0.10;in_storage;Vaisselle;Vaisselle;76.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;;;;76;BE;;0;B;2;0;1;08/04/16 16:14;01/06/17 10:29
800;76;173;;box;box;;with_me;Catalogues Invit;Catalogues Invit;77.jpg;;6.25;;;Avenue du Gui;40;;1180;Uccle;4.3613076;50.778201;;25/02/17 08:00;;22/02/17;25/02/17 08:00;;pending;;77;;;;;;;;08/04/16 16:14;22/02/17 11:02
801;76;0;;box;boxify_box;0.10;in_storage;Lecteur DVD, lecteur K7, téléphone sans fil, multiprise;Lecteur DVD, lecteur K7, téléphone sans fil, multiprise;78.jpg;;6.25;;;;;;;;;;;08/04/16 16:14;;08/04/16;0000-00-00 00:00:00;;;;78;BE;;0;B;2;0;2;08/04/16 16:14;01/06/17 11:11
802;76;0;;box;boxify_box;0.10;in_storage;Vêtements, raquettes;Vêtements, raquettes;24.jpg;;6.25;;;;;;;;;;;10/04/16 12:45;;10/04/16;0000-00-00 00:00:00;10/04/16;pending;3drsrm;24;BE;;0;B;2;0;2;10/04/16 12:45;01/06/17 11:22
803;2;188;;box;boxify_box;0.10;in_transit;Boxify Box;<p>boite avec l'ancien ordi de Dan</p>;;;6.25;0;1;Rue des Palais;44;;1030;Schaerbeek;4.3676502;50.8603013;TEST DAN;27/04/17 14:00;direct;15/03/17;21/04/17 12:00;;pending;;10002;;;;;;;;11/04/16 07:23;19/04/17 09:54
804;76;0;;other;desk;0.60;in_storage;Table blanche pour tréteaux;Table blanche pour tréteaux;81.jpg;;4;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;81;;;;;;;;21/04/16 20:01;19/12/16 11:42
805;76;0;;other;desk;0.60;in_storage;Table blanche pour tréteaux;Table blanche pour tréteaux;82.jpg;;4;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;82;;;;;;;;21/04/16 20:01;19/12/16 11:42
806;76;0;;other;other;0.80;in_storage;Peluche géante;Peluche géante;83.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;83;;;;;;;;21/04/16 20:01;19/12/16 11:42
807;76;0;;other;dining_table;1.50;in_storage;Bar;Bar;84.jpg;;38;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;84;;;;;;;;21/04/16 20:01;19/12/16 11:42
808;76;0;;other;shelving_unit;2.00;in_storage;Etagère grande;Etagère grande;85.jpg;;4;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;85;;;;;;;;21/04/16 20:01;19/12/16 11:42
809;76;0;;other;shelving_unit;2.00;in_storage;Etagère grande;Etagère grande;86.jpg;;4;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;86;;;;;;;;21/04/16 20:01;19/12/16 11:42
810;76;0;;other;coffee_table;0.80;in_storage;Table basse en verre;Table basse en verre;87.jpg;;4;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;87;;;;;;;;21/04/16 20:01;19/12/16 11:42
811;76;0;;other;other;0.40;in_storage;Tréteau pour bureau blanc (article 81/82);Tréteau pour bureau blanc (article 81/82);88.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;88;;;;;;;;21/04/16 20:01;19/12/16 11:42
812;76;0;;other;other;0.40;in_storage;Tréteau pour bureau blanc (article 81/82);Tréteau pour bureau blanc (article 81/82);89.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;89;;;;;;;;21/04/16 20:01;19/12/16 11:42
813;76;0;;other;tea_cart;0.50;in_storage;Base pour désserte avec plateau;Base pour désserte avec plateau;90.jpg;;2;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;90;;;;;;;;21/04/16 20:01;19/12/16 11:42
814;76;0;;other;single_bed;2.30;in_storage;Lit tiroir;Lit tiroir;91.jpg;;19;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;91;;;;;;;;21/04/16 20:01;19/12/16 11:42
815;76;0;;other;garden_table;2.30;in_storage;Ensemble de jardin : table, table d'appoint, chaises;Ensemble de jardin : table, table d'appoint, chaises;92.jpg;;30;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;92;BE;;0;B;5;0;2;21/04/16 20:01;06/06/17 15:09
816;76;0;;other;shelving_unit;2.00;in_storage;Etagère moyenne;Etagère moyenne;93.jpg;;5;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;93;;;;;;;;21/04/16 20:01;19/12/16 11:42
817;76;0;;other;coffee_table;0.80;in_storage;Table basse en verre;Table basse en verre;94.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;94;;;;;;;;21/04/16 20:01;19/12/16 11:42
818;76;0;;other;filing_cabinet;0.50;in_storage;Tiroirs sur roulettes bureau blanc;Tiroirs sur roulettes bureau blanc;95.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;95;;;;;;;;21/04/16 20:01;19/12/16 11:42
819;76;0;;other;shelving_unit;2.00;in_storage;Etagère grande;Etagère grande;96.jpg;;5;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;96;;;;;;;;21/04/16 20:01;19/12/16 11:42
820;76;0;;other;dining_chair;0.60;in_storage;7 chaises en plastique;7 chaises en plastique;97.jpg;;8;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;97;;;;;;;;21/04/16 20:01;19/12/16 11:42
821;76;0;;other;other;0.10;in_storage;Plaques en verre pour étagères (85/86/87/93/94/96);Plaques en verre pour étagères (85/86/87/93/94/96);;;10;;;;;;;;;;;21/04/16 20:01;;21/04/16;;;;;98;;;;;;;;21/04/16 20:01;19/12/16 11:42
822;76;0;;other;other;0.40;in_storage;Tréteau pour bureau blanc (article 81/82);Tréteau pour bureau blanc (article 81/82);99.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;99;;;;;;;;21/04/16 20:01;19/12/16 11:42
823;76;0;;other;other;0.40;in_storage;Tréteau pour bureau blanc (article 81/82);Tréteau pour bureau blanc (article 81/82);100.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;100;;;;;;;;21/04/16 20:01;19/12/16 11:42
824;76;0;;other;coffee_table;0.80;in_storage;Table de salon;Table de salon;101.jpg;;10;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;101;;;;;;;;21/04/16 20:01;19/12/16 11:42
825;76;0;;other;tv;0.55;in_storage;TV écran plat (grande);TV écran plat (grande);;;15;;;;;;;;;;;21/04/16 20:01;;21/04/16;;;;;102;;;;;;;;21/04/16 20:01;19/12/16 11:42
826;76;0;;other;other;0.10;in_storage;Plaques en verre pour étagères (85/86/87/93/94/96);Plaques en verre pour étagères (85/86/87/93/94/96);;;10;;;;;;;;;;;21/04/16 20:01;;21/04/16;;;;;103;;;;;;;;21/04/16 20:01;19/12/16 11:42
827;76;0;;other;dining_chair;0.60;in_storage;Chaise;Chaise;104.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;104;;;;;;;;21/04/16 20:01;19/12/16 11:42
828;76;0;;other;dining_chair;0.60;in_storage;Chaise table en verre carrée (123);Chaise table en verre carrée (123);105.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;105;;;;;;;;21/04/16 20:01;19/12/16 11:42
829;76;0;;other;dining_chair;0.60;in_storage;Chaise table en verre carrée (123);Chaise table en verre carrée (123);106.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;106;;;;;;;;21/04/16 20:01;19/12/16 11:42
830;76;0;;other;dining_chair;0.60;in_storage;Chaise table en verre carrée (123);Chaise table en verre carrée (123);107.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;107;;;;;;;;21/04/16 20:01;19/12/16 11:42
831;76;0;;other;dining_chair;0.60;in_storage;Chaise table en verre carrée (123);Chaise table en verre carrée (123);108.jpg;;3;;;;;;;;;;;21/04/16 20:01;;21/04/16;0000-00-00 00:00:00;;;;108;;;;;;;;21/04/16 20:01;19/12/16 11:42
