PSP Reference,Merchant Reference,Account,Creation Date,TimeZone,Value,Currency,Payment Method,Status,Fraud Scoring
4815437452054671,invoice-851-1614,BoxifyCom,2018-12-02 11:06:45,CET,20.00,EUR,sepadirectdebit,Settled,50
4815437412124853,invoice-846-1402,BoxifyCom,2018-12-02 10:00:12,CET,126.00,EUR,sepadirectdebit,Chargeback,50
4615437412116968,invoice-840-1400,BoxifyCom,2018-12-02 10:00:11,CET,175.60,EUR,sepadirectdebit,Chargeback,50
4715437412105002,invoice-846-1244,BoxifyCom,2018-12-02 10:00:10,CET,116.00,EUR,sepadirectdebit,Chargeback,50
4315437412107663,invoice-846-1152,BoxifyCom,2018-12-02 10:00:10,CET,146.00,EUR,sepadirectdebit,Chargeback,50
4615437412049961,invoice-846-1014,BoxifyCom,2018-12-02 10:00:04,CET,49.90,EUR,sepadirectdebit,Chargeback,50
4615437412033536,invoice-841-1010,BoxifyCom,2018-12-02 10:00:03,CET,222.80,EUR,sepadirectdebit,Chargeback,50
4715437412021936,invoice-851-912,BoxifyCom,2018-12-02 10:00:02,CET,122.50,EUR,sepadirectdebit,Chargeback,50
4715437412021654,invoice-840-907,BoxifyCom,2018-12-02 10:00:02,CET,175.60,EUR,sepadirectdebit,Chargeback,50
1515436441213116,invoice-953-1613,BoxifyCom,2018-12-01 07:02:01,CET,50.00,EUR,sepadirectdebit,Settled,0
1515436441209924,invoice-952-1612,BoxifyCom,2018-12-01 07:02:00,CET,87.50,EUR,sepadirectdebit,Settled,10
1525436441199750,invoice-951-1611,BoxifyCom,2018-12-01 07:01:59,CET,20.40,EUR,visa,SettledBulk,35
1615436441180322,invoice-950-1610,BoxifyCom,2018-12-01 07:01:58,CET,12.00,EUR,sepadirectdebit,Settled,10
1715436441178119,invoice-949-1609,BoxifyCom,2018-12-01 07:01:57,CET,130.20,EUR,sepadirectdebit,Settled,10
1615436441178219,invoice-948-1608,BoxifyCom,2018-12-01 07:01:57,CET,96.00,EUR,sepadirectdebit,Settled,0
1815436441167509,invoice-946-1607,BoxifyCom,2018-12-01 07:01:56,CET,87.50,EUR,sepadirectdebit,Settled,0
1745436441157695,invoice-945-1606,BoxifyCom,2018-12-01 07:01:55,CET,116.28,EUR,visa,SettledBulk,0
1315436441156432,invoice-944-1605,BoxifyCom,2018-12-01 07:01:55,CET,50.00,EUR,sepadirectdebit,Settled,0
1315436441146318,invoice-942-1604,BoxifyCom,2018-12-01 07:01:54,CET,20.00,EUR,sepadirectdebit,Chargeback,0
1815436441131679,invoice-940-1603,BoxifyCom,2018-12-01 07:01:53,CET,87.55,EUR,sepadirectdebit,Settled,0
1645436441124159,invoice-938-1602,BoxifyCom,2018-12-01 07:01:52,CET,73.95,EUR,mc,SettledBulk,0
1725436441110508,invoice-937-1601,BoxifyCom,2018-12-01 07:01:51,CET,35.70,EUR,visa,SettledBulk,0
1815436441101003,invoice-936-1600,BoxifyCom,2018-12-01 07:01:50,CET,50.00,EUR,sepadirectdebit,Settled,0
1515436441090902,invoice-935-1599,BoxifyCom,2018-12-01 07:01:49,CET,168.00,EUR,sepadirectdebit,Settled,0
1345436441084984,invoice-933-1598,BoxifyCom,2018-12-01 07:01:48,CET,20.40,EUR,mc,SettledBulk,0
1615436441073212,invoice-931-1597,BoxifyCom,2018-12-01 07:01:47,CET,81.00,EUR,sepadirectdebit,Settled,75
1715436441064699,invoice-930-1596,BoxifyCom,2018-12-01 07:01:46,CET,99.00,EUR,sepadirectdebit,Settled,0
1715436441064566,invoice-929-1595,BoxifyCom,2018-12-01 07:01:46,CET,101.89,EUR,sepadirectdebit,Settled,0
1715436441054393,invoice-927-1594,BoxifyCom,2018-12-01 07:01:45,CET,61.63,EUR,sepadirectdebit,Settled,50
1615436441045855,invoice-926-1593,BoxifyCom,2018-12-01 07:01:44,CET,103.00,EUR,sepadirectdebit,Settled,50
1815436441045093,invoice-925-1592,BoxifyCom,2018-12-01 07:01:44,CET,171.60,EUR,sepadirectdebit,Settled,50
1715436441035459,invoice-924-1591,BoxifyCom,2018-12-01 07:01:43,CET,50.00,EUR,sepadirectdebit,Settled,0
1515436441026658,invoice-923-1590,BoxifyCom,2018-12-01 07:01:42,CET,42.50,EUR,sepadirectdebit,Settled,0
1515436441024471,invoice-920-1589,BoxifyCom,2018-12-01 07:01:42,CET,96.00,EUR,sepadirectdebit,Settled,0
1515436441014316,invoice-919-1588,BoxifyCom,2018-12-01 07:01:41,CET,62.00,EUR,sepadirectdebit,Settled,0
1815436441009594,invoice-918-1587,BoxifyCom,2018-12-01 07:01:40,CET,74.38,EUR,sepadirectdebit,Settled,10
1815436440994127,invoice-916-1586,BoxifyCom,2018-12-01 07:01:39,CET,192.00,EUR,sepadirectdebit,Settled,0
1515436440996042,invoice-915-1585,BoxifyCom,2018-12-01 07:01:39,CET,87.50,EUR,sepadirectdebit,Settled,25
1815436440983914,invoice-912-1584,BoxifyCom,2018-12-01 07:01:38,CET,74.38,EUR,sepadirectdebit,Settled,25
1515436440973728,invoice-909-1583,BoxifyCom,2018-12-01 07:01:37,CET,76.95,EUR,sepadirectdebit,Settled,0
1645436440969455,invoice-908-1582,BoxifyCom,2018-12-01 07:01:36,CET,63.24,EUR,visa,Refused,0
1515436440963356,invoice-900-1581,BoxifyCom,2018-12-01 07:01:36,CET,96.00,EUR,sepadirectdebit,Settled,0
1535436440945136,invoice-899-1580,BoxifyCom,2018-12-01 07:01:34,CET,35.70,EUR,mc,Refused,0
1815436440938280,invoice-898-1579,BoxifyCom,2018-12-01 07:01:33,CET,81.00,EUR,sepadirectdebit,Chargeback,10
1615436440928630,invoice-894-1578,BoxifyCom,2018-12-01 07:01:32,CET,101.89,EUR,sepadirectdebit,Settled,25
1315436440927064,invoice-892-1577,BoxifyCom,2018-12-01 07:01:32,CET,81.60,EUR,sepadirectdebit,Settled,0
1315436440901614,invoice-890-1576,BoxifyCom,2018-12-01 07:01:30,CET,114.00,EUR,sepadirectdebit,Settled,50
1725436440887924,invoice-889-1575,BoxifyCom,2018-12-01 07:01:28,CET,73.95,EUR,visa,SettledBulk,25
1335436440881275,invoice-888-1574,BoxifyCom,2018-12-01 07:01:28,CET,20.40,EUR,visa,SettledBulk,20
1815436440877207,invoice-887-1573,BoxifyCom,2018-12-01 07:01:27,CET,29.75,EUR,sepadirectdebit,Settled,60
1715436440867514,invoice-885-1572,BoxifyCom,2018-12-01 07:01:26,CET,163.20,EUR,sepadirectdebit,Settled,0
1615436440867465,invoice-884-1571,BoxifyCom,2018-12-01 07:01:26,CET,62.00,EUR,sepadirectdebit,Settled,10
1515436440858457,invoice-883-1570,BoxifyCom,2018-12-01 07:01:25,CET,131.10,EUR,sepadirectdebit,Settled,50
1815436440841377,invoice-882-1569,BoxifyCom,2018-12-01 07:01:24,CET,72.50,EUR,sepadirectdebit,Chargeback,50
1815436440846590,invoice-881-1568,BoxifyCom,2018-12-01 07:01:24,CET,50.00,EUR,sepadirectdebit,Settled,50
1315436440830375,invoice-880-1567,BoxifyCom,2018-12-01 07:01:23,CET,81.00,EUR,sepadirectdebit,Chargeback,50
1815436440836401,invoice-878-1566,BoxifyCom,2018-12-01 07:01:23,CET,47.50,EUR,sepadirectdebit,Settled,25
1315436440825193,invoice-876-1565,BoxifyCom,2018-12-01 07:01:22,CET,91.70,EUR,sepadirectdebit,Chargeback,10
1715436440810001,invoice-873-1564,BoxifyCom,2018-12-01 07:01:21,CET,114.00,EUR,sepadirectdebit,Settled,0
1515436440800517,invoice-871-1563,BoxifyCom,2018-12-01 07:01:20,CET,130.20,EUR,sepadirectdebit,Settled,50
1745436440796154,invoice-868-1562,BoxifyCom,2018-12-01 07:01:19,CET,63.24,EUR,visa,SettledBulk,35
1525436440764810,invoice-860-1561,BoxifyCom,2018-12-01 07:01:16,CET,118.41,EUR,visa,SettledBulk,0
1635436440755500,invoice-855-1560,BoxifyCom,2018-12-01 07:01:15,CET,35.70,EUR,mc,SettledBulk,0
1615436440742338,invoice-852-1559,BoxifyCom,2018-12-01 07:01:14,CET,81.00,EUR,sepadirectdebit,Settled,10
1315436440743685,invoice-851-1558,BoxifyCom,2018-12-01 07:01:14,CET,72.50,EUR,sepadirectdebit,Chargeback,50
1815436440719417,invoice-850-1557,BoxifyCom,2018-12-01 07:01:11,CET,276.68,EUR,sepadirectdebit,Settled,50
1515436440715947,invoice-849-1556,BoxifyCom,2018-12-01 07:01:11,CET,123.69,EUR,sepadirectdebit,Settled,0
1515436440705864,invoice-848-1555,BoxifyCom,2018-12-01 07:01:10,CET,68.85,EUR,sepadirectdebit,Settled,0
1515436440705716,invoice-846-1554,BoxifyCom,2018-12-01 07:01:10,CET,96.00,EUR,sepadirectdebit,Chargeback,50
1515436440693441,invoice-840-1553,BoxifyCom,2018-12-01 07:01:09,CET,145.60,EUR,sepadirectdebit,Chargeback,50
1315436440687692,invoice-838-1552,BoxifyCom,2018-12-01 07:01:08,CET,114.00,EUR,sepadirectdebit,Settled,10
1315436440677586,invoice-834-1551,BoxifyCom,2018-12-01 07:01:07,CET,17.00,EUR,sepadirectdebit,Settled,0
1315436440667397,invoice-795-1550,BoxifyCom,2018-12-01 07:01:06,CET,20.00,EUR,sepadirectdebit,Settled,0
1325436440652033,invoice-780-1549,BoxifyCom,2018-12-01 07:01:05,CET,40.80,EUR,mc,SettledBulk,0
1525436440642537,invoice-777-1548,BoxifyCom,2018-12-01 07:01:04,CET,116.28,EUR,visa,SettledBulk,0
1515436440618919,invoice-765-1546,BoxifyCom,2018-12-01 07:01:01,CET,35.00,EUR,sepadirectdebit,Settled,50
1335436440585223,invoice-738-1544,BoxifyCom,2018-12-01 07:00:58,CET,171.36,EUR,mc,SettledBulk,30
1745436440564784,invoice-737-1543,BoxifyCom,2018-12-01 07:00:56,CET,38.25,EUR,mc,SettledBulk,0
1735436440554316,invoice-735-1542,BoxifyCom,2018-12-01 07:00:55,CET,73.95,EUR,mc,Refused,0
1515436440547035,invoice-733-1541,BoxifyCom,2018-12-01 07:00:54,CET,553.95,EUR,sepadirectdebit,Settled,10
1825436440534541,invoice-726-1540,BoxifyCom,2018-12-01 07:00:53,CET,51.00,EUR,mc,SettledBulk,10
1345436440523685,invoice-720-1539,BoxifyCom,2018-12-01 07:00:52,CET,45.90,EUR,visa,SettledBulk,0
1725436440513470,invoice-718-1538,BoxifyCom,2018-12-01 07:00:51,CET,35.70,EUR,mc,SettledBulk,30
1735436440448279,invoice-654-1535,BoxifyCom,2018-12-01 07:00:44,CET,12.24,EUR,visa,SettledBulk,0
1645436440428064,invoice-646-1534,BoxifyCom,2018-12-01 07:00:42,CET,184.01,EUR,mc,Refused,10
1715436440411271,invoice-645-1533,BoxifyCom,2018-12-01 07:00:41,CET,45.00,EUR,sepadirectdebit,Settled,0
1525436440367960,invoice-606-1531,BoxifyCom,2018-12-01 07:00:36,CET,116.28,EUR,visa,SettledBulk,30
1825436440355855,invoice-604-1530,BoxifyCom,2018-12-01 07:00:35,CET,271.73,EUR,mc,SettledBulk,20
1625436440342970,invoice-588-1529,BoxifyCom,2018-12-01 07:00:34,CET,212.06,EUR,mc,SettledBulk,20
1335436440303254,invoice-545-1527,BoxifyCom,2018-12-01 07:00:30,CET,73.95,EUR,visa,SettledBulk,0
1515436440296005,invoice-396-1526,BoxifyCom,2018-12-01 07:00:29,CET,50.00,EUR,sepadirectdebit,Settled,50
1315436440282775,invoice-384-1525,BoxifyCom,2018-12-01 07:00:28,CET,96.00,EUR,sepadirectdebit,Settled,0
1645436440107510,invoice-256-1521,BoxifyCom,2018-12-01 07:00:10,CET,41.06,EUR,visa,SettledBulk,0
1325436440085457,invoice-253-1520,BoxifyCom,2018-12-01 07:00:08,CET,82.62,EUR,mc,SettledBulk,20
1315436440085152,invoice-201-1519,BoxifyCom,2018-12-01 07:00:08,CET,87.50,EUR,sepadirectdebit,Settled,50
1815436440075943,invoice-191-1518,BoxifyCom,2018-12-01 07:00:07,CET,138.00,EUR,sepadirectdebit,Settled,10
1345436440054343,invoice-142-1517,BoxifyCom,2018-12-01 07:00:05,CET,266.59,EUR,mc,SettledBulk,30
1325436440043795,invoice-76-1516,BoxifyCom,2018-12-01 07:00:04,CET,683.91,EUR,mc,SettledBulk,20
1515436423184889,invoice-887-1515,BoxifyCom,2018-12-01 06:31:58,CET,20.00,EUR,sepadirectdebit,Settled,60
4315435715659638,invoice-904-1514,BoxifyCom,2018-11-30 10:52:45,CET,20.00,EUR,sepadirectdebit,Settled,60
1615435093544173,invoice-953-1513,BoxifyCom,2018-11-29 17:35:54,CET,35.48,EUR,sepadirectdebit,Settled,0
1335434890817626,invoice-857-1512,BoxifyCom,2018-11-29 11:58:01,CET,60.00,EUR,visa,SettledBulk,0
1735434866658281,invoice-857-1511,BoxifyCom,2018-11-29 11:17:45,CET,20.00,EUR,visa,SettledBulk,0
4845434674133924,invoice-644-1509,BoxifyCom,2018-11-29 05:56:53,CET,20.00,EUR,mc,SettledBulk,0
1615434430225240,invoice-921-1508,BoxifyCom,2018-11-28 23:10:22,CET,120.00,EUR,sepadirectdebit,Settled,10
4735434211840976,invoice-939-1507,BoxifyCom,2018-11-28 17:06:24,CET,20.00,EUR,visa,SettledBulk,35
4315434183013170,invoice-949-1506,BoxifyCom,2018-11-28 16:18:21,CET,44.00,EUR,sepadirectdebit,Settled,10
1815434182160452,invoice-949-1505,BoxifyCom,2018-11-28 16:16:56,CET,240.00,EUR,sepadirectdebit,Settled,10
4715433092082652,invoice-881-1496,BoxifyCom,2018-11-27 10:00:08,CET,20.67,EUR,sepadirectdebit,Chargeback,50
1615432239532659,invoice-952-1504,BoxifyCom,2018-11-26 10:19:13,CET,63.20,EUR,sepadirectdebit,Settled,10
4615432228263609,invoice-870-1494,BoxifyCom,2018-11-26 10:00:26,CET,90.00,EUR,sepadirectdebit,Refused,100
4315432228251789,invoice-904-1479,BoxifyCom,2018-11-26 10:00:25,CET,75.00,EUR,sepadirectdebit,Settled,60
1515431430052807,invoice-941-1503,BoxifyCom,2018-11-25 11:50:05,CET,80.00,EUR,sepadirectdebit,Settled,10
1515431364143291,invoice-835-1478,BoxifyCom,2018-11-25 10:00:14,CET,35.00,EUR,sepadirectdebit,Settled,50
1515431364136212,invoice-851-1477,BoxifyCom,2018-11-25 10:00:13,CET,75.00,EUR,sepadirectdebit,Chargeback,50
1515431364136030,invoice-846-1402,BoxifyCom,2018-11-25 10:00:13,CET,116.00,EUR,sepadirectdebit,Chargeback,50
1615431364129976,invoice-845-1401,BoxifyCom,2018-11-25 10:00:12,CET,204.80,EUR,sepadirectdebit,Chargeback,50
1815431364123647,invoice-840-1400,BoxifyCom,2018-11-25 10:00:12,CET,165.60,EUR,sepadirectdebit,Chargeback,50
1815431364113358,invoice-846-1152,BoxifyCom,2018-11-25 10:00:11,CET,126.00,EUR,sepadirectdebit,Chargeback,50
1315431364115432,invoice-851-912,BoxifyCom,2018-11-25 10:00:11,CET,102.50,EUR,sepadirectdebit,Chargeback,50
1715431364102626,invoice-840-907,BoxifyCom,2018-11-25 10:00:10,CET,165.60,EUR,sepadirectdebit,Chargeback,50
1315431364051447,invoice-845-693,BoxifyCom,2018-11-25 10:00:05,CET,150.00,EUR,sepadirectdebit,Chargeback,50
1615430500112896,invoice-846-1244,BoxifyCom,2018-11-24 10:00:11,CET,111.00,EUR,sepadirectdebit,Chargeback,50
1815430500118016,invoice-845-1243,BoxifyCom,2018-11-24 10:00:11,CET,199.80,EUR,sepadirectdebit,Chargeback,50
1715430500105691,invoice-845-1151,BoxifyCom,2018-11-24 10:00:10,CET,199.80,EUR,sepadirectdebit,Chargeback,50
